id;var2;LIST2008;LIST2009;LIST2010;var1;LIST2011;var0;LIST2012;IMG;tipomattess;BARCODE;codice;DESCRIZIONE;codcli;DESCRIZIONE IN INGLESE;COLOUR ;FABRICGLASS;dimCm.;VolM3;pzximb;imballoCm;for2012usd;fob2012eur; 30cbm ; 68cbm ;qxc;;Trasp.;DAZI USD;list2011calc;compreso2011;pesoKg;pesoimgKg;FORNITORE;fob2008USD;fob2009USD;fob2009EUR;fob2010USD;fob2010EUR;inctrasp
347; ;;;261,4;;270,5;468,28;47,6;;;;10470;PIANO TAVOLO IN MOSAICO DI MARMO d. CM 80 ;size: d.80cm ;Marble mosaic table top;;;size: d.80cm ;;1;;;0;;;506;;9,88;0;47,63;9,88;;;TOPHINE;;;;60,6;43,29;100
348; ;;;358,1;;371,1;669,92;48,2;;;;10490;PIANO TAVOLO IN MOSAICO DI MARMO CM 120X80;size: 120*80cm;Marble mosaic table top;;;size: 120*80cm;;1;;;0;;;500;;10;0;48,2;10;;;TOPHINE;;;;87,8;62,71;100
349; ;;;85,3;;87,8;199,66;29,3;;;;10540;PIANO TAVOLO IN GRANITO NERO CM 60X60;G14 Black granite ;size: 60*60cm;;;;;1;;;0;;;822;;6,08;0;29,32;6,08;;;TOPHINE;;;;15,9;11,36;100
350; ;;;154,8;;159,4;234,87;47,6;;;;10550;PIANO TAVOLO IN GRANITO NERO d. CM 80;G14 Black granite ;size: d.80cm ;;;;;1;;;0;;;506;;9,88;0;47,63;9,88;;;TOPHINE;;;;30,4;21,71;100
351; ;;;239,9;;247,8;352,19;54,8;;;;10560;PIANO TAVOLO IN GRANITO NERO CM 140X80;G14 Black granite ;size: 140*80cm;;;;;1;;;0;;;440;;11,36;0;54,77;11,36;;;TOPHINE;;;;52,5;37,5;100
352; ;;;67,3;;69;135,49;29,3;;;;10541;PIANO TAVOLO IN GRANITO PEPE E SALE d. CM 60;G06 Grey granite ;size: d.60cm ;;;;;1;;;0;;;822;;6,08;0;29,32;6,08;;;TOPHINE;;;;10,8;7,71;100
353; ;;;121,6;;124,9;162,39;47,6;;;;10551;PIANO TAVOLO IN GRANITO PEPE E SALE CM 80X80;G06 Grey granite ;size: 80*80cm;;;;;1;;;0;;;506;;9,88;0;47,63;9,88;;;TOPHINE;;;;21;15;100
354; ;;;160,1;;164,7;200,55;54,8;;;;10561;PIANO TAVOLO IN GRANITO PEPE E SALE CM 140X80;G06 Grey granite ;size: 140*80cm;;;;;1;;;0;;;440;;11,36;0;54,77;11,36;;;TOPHINE;;;;29,9;21,36;100
355;-84;205,4;216,3;250,5;623,99;34,6;0;34,6;; PVC IDROREP. 280 GR. ECRU';;46490;GAZEBO ARNO CM. 300X300 ;TP-006;Steel Gazebo 300x300 - H 260/210 Steel stand pole 35x35 mm Rbs 10x20 mm 8 mm Powder coating in black color finish Cover 180g/m2 polyester, with PA coating;;;300x300 - h. 260/200;0,071;1;204x21x17 cm;;0;;;920;;7,61;0;34,62;7,61;28;30;UNIVERSE;48,76;54,21;36,63;44,7;31,93;100
356;-4,05;631,3;698,7;698,7;4,22;670,4;-7,02;721;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46500;GAZEBO VOLTURNO CM. 300X300 COLOR VERDE;GEE2703;3x3 Alum/Steel Gazebo: Alum Fluted Pole:100x100MM x1.6mm Thickness Metal crossbeam 30x60MM WITH GALVANIZATION Steel Top Beam:12x22MM 300g PU coated polyester canopy Fabric color: 627 dark green 180g polyester corner curtain Fabric color : 603 beige with 4 stainless steel decorative balls on top of the pole with stainless screws Powder coating #812;VERDE SCURO - ECRU';canopy fabric color: 627 dark green  corner curtain fabric color : 603 beige;300x300 cm;0,27;1;224X50X24;180;148,24;;;225;;31,11;21,6;720,97;179,35;55,5;55,5;YADA;152,79;197,8;148,24;163,5;132,21;17,35
357;-4,05;631,3;698,7;698,7;4,22;670,4;-7,02;721;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46501;GAZEBO VOLTURNO CM 300X300 COLOR ECRU';GEE2703;Alum/Steel Gazebo: Alum Fluted Pole:100x100MM x1.6mm Thickness Metal crossbeam:30x60MM WITH GALVANIZATION Steel Top Beam:12x22MM 300g PU coated polyester canopy Fabric color: 603 beige 180g polyester corner curtain Fabric color : 603 beige with 4 stainless steel decorative balls on top of the pole with stainless screws Powder coating #812;TUTTO ECRU';canopy fabric color: 603 beige corner curtain fabric color : 603 beige;300x300 cm;0,27;1;224X50X24;180;148,24;;;225;;31,11;21,6;720,97;179,35;55,5;55,5;YADA;152,79;197,8;148,24;163,5;132,21;17,35
358;-4,94;649,1;727;727;5,19;691,1;-9,2;761,1;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46504;GAZEBO VOLTURNO CM. 300X400 COLOR VERDE;GEE2703 3x4;3x4 Alum/Steel Gazebo: Alum Fluted Pole:100x100MM x1.6mm Thickness Metal crossbeam:30x60MM WITH GALVANIZATION Steel Top Beam:12x22MM 300g PU coated polyester canopy Fabric color: 627 dark green 180g polyester corner curtain bigger Fabric color : 603 beige with 4 stainless steel decorative balls on top of the pole with stainless screws Powder coating #812;VERDE SCURO - ECRU';canopy fabric color: 627 dark green  corner curtain fabric color : 603 beige;300x400 cm;0,25;1;224X50X24;198;163,06;;;225;;31,11;23,76;761,15;194,17;65,8;65,8;YADA;163;213,3;160,18;175;141,97;16,02
359;-4,94;649,1;727;727;5,19;691,1;-9,2;761,1;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46505;GAZEBO VOLTURNO CM. 300X400 COLOR ECRU';GEE2703 3x4;Alum/Steel Gazebo: Alum Fluted Pole:100x100MM x1.6mm Thickness Metal crossbeam:30x60MM WITH GALVANIZATION Steel Top Beam:12x22MM 300g PU coated polyester canopy Fabric color: 603 beige 180g polyester corner curtain Fabric color : 603 beige with 4 stainless steel decorative balls on top of the pole with stainless screws Powder coating #812;TUTTO ECRU';canopy fabric color: 603 beige corner curtain fabric color : 603 beige;300x400 cm;0,25;1;224X50X24;198;163,06;;;225;;31,11;23,76;761,15;194,17;65,8;65,8;YADA;163;213,3;160,18;175;141,97;16,02
360;-0,82;677;734,9;734,9;0,82;728,9;-5,35;770,1;;RESINATO IDROREP. 300 GR. ECRU' C/TENDE180 GR. E ZANZARIERE;;46515;GAZEBO TEVERE CM. 300X300 COLOR ECRU';GAE2602;3x3 beige Aluminum Gazebo Alum Roman pole Dia 95mm x 1.6mmThickness Alum double-track crossbeam: 90x27mm Alum top beam: 26x15mm with double roof with 300g PU coated polyester canopy with 180g polyester full side-walls + 4 zippers with all around netting + 4 zippers with stainless screws Power coating #812;TUTTO ECRU';canopy fabric color: 603 beige side walls: fabric color : 603 beige netting: white;300x300 cm;0,227;1;205x48x23 cm;185;152,35;;300;250;;28;22,2;770,11;180,35;49;53,5;YADA;169;198;148,78;172;138,71;15,53
361;-5,44;710,6;771,6;771,6;5,76;729,6;-2,91;751,5;;RESINATO IDROREP. 300 GR. ECRU' C/TENDE 180 GR. E ZANZARIERE;;46520;GAZEBO TEVERE CM. 300X400 COLOR ECRU';GAE2602 3x4;3x4 Aluminum Gazebo Alum Roman pole Dia 95mm x 1.6mmThickness Alum double-track crossbeam: 90x27mm Alum top beam: 26x15mm with double roof with 300g PU coated polyester canopy with 180g polyester full side-walls + 4 zippers with all around netting + 4 zippers with stainless screws Power coating #812;TUTTO ECRU';canopy fabric color: 603 beige side walls: fabric color : 603 beige netting: white;300x400 cm;0,227;1;205x48x23 cm;193;158,94;;300;250;;28;23,16;751,5;186,94;60;64,8;YADA;179;224,4;167,27;185;148,69;14,98
362; ;;;;;;;2275;;;;46700;lambro;PCA-WG05SS-3030;3X3M SINGLE LAYER GAZEBO W/SIDEWALL WOOD MATERIAL: NYATOH WOOD WOOD FINISH: OIL FINISH W/WOODEN HUB & RUNNER: DIA110MM W/16PCS ?USHAPE BRACKET ON HUB& RUNNER W/16PCS S/S RIVET ON U SHAPE BRACKET W/RIB IN SIZE OF: 20X35X(2090+1500+680+660)MM 8PCS W/POLE IN SIZE OF DIA93X93X2100MM 4PCS DIA48X370MM 1PC W/8PCS ALUM. ALLOY SOCKETS ON RIBS ENDS W/8PCS DECORATIVE LEATHER PATCHES ON RIB ENDS W/STAINLESS STEEL(304) CROSS 34X80X1.2X2500MMX1.2MM 4PCS W/ STAINLESS STEEL(304) CONNECTOR 4PCS W/ STAINLESS STEEL(304) BASE AT THE BOTTOM OF THE POLE 4PCS ALL SCREW ARE S/S DOUBLE SCREWS AT THE BOTTOM AND ON TOP OF POLE COVER:TOP:310 G/M2 SPUMPOLY W/PU COATING IN BEIGE COLOR SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR ALU FINIAL DIA 65 MM;310g/m2 spunpoly ;Nyatoh wood wood finish : oil finish SS HARDWARE;3X3M;0,323;1;1PC/2CTNS/ 212X22X22CM 255X32X27CM;514,5;423,71;;211;145;;48,28;61,74;2274,95;471,98;;;PCA;;;;;;10,23
363; ;;;;;;;0;;;;46705;;PCA-WG05SS-3040;3X4M SINGLE LAYER GAZEBO W/SIDEWALL--CU WOOD MATERIAL:NYATOH WOOD FINISH:OIL FINISH W/ALUMINIUM HUB & RUNNER:DIA140MM W/8RIB IN SIZE OF: 20X35X(2450+745+1990+730+1500+705)MM W/POLE IN SIZE OF DIA93X93X2100MM 4PCS DIA48X450MM 1PC W/8PCS ZINC ALLOY SOCKETS ON RIBS ENDS W/8PCS DECORATIVE LEATHER PATCHES ON RIB ENDS W/STAINLESS STEEL (304) CROSS IN SILIVE COLOR34X80X1.2X3550MM 34X80X1.2X2550MM 4PCS W/ STAINLESS STEEL (304) CORNER IN SILIVE COLOR 4PCS W/STAINLESS STEEL (304) BASE AT THE BOTTOM OF THE POLE 4PCS COVER:TOP:310G/M2 POLYESTER W/PU COATING IN BEIGE COLOR SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR ;310g/m2 spunpoly ;Nyatoh wood wood finish : oil finish SS HARDWARE;3X4;0,3831;;212X22X22 358X29X27;567;466,94;;;;;;68,04;;;;;PCA;;;;;0;0
364; ;;;;;;;;;;;46720;sesia;PCA-WG06-3030; 3.0X3.0 TWO LAYERS ALUM GAZEBO W/SIDEWALL-CU W/WOODEN HUB & RUNNER:DIA110+110+110MM W/FULL ALUM.PROTECTOR ON HUB&RUNNER W/ALUM FINIAL: DIA65MM W/ALUM.RIB IN SIZE OF: 20X30X(900+200)MM 4PCS 20X30X(2090+1500)MM 4PCS 20X30X(680+650)MM 4PCS W/ALUM POLE IN SIZE OF: DIA93X93X2100MM 4PCS W/ALUM.HANGING POLE IN SIZE OF: DIA48X570MM 1PC ALUM.FINISH:ANODIZED W/STAINLESS STEEL (304) CROSS 34X80X1.5X2500MM 4PCS W/STAINLESS STEEL (304) CORNER CONNECTOR 4PCS W/STAINLESS STEEL (304) BASE AT THE BOTTOM OF THE POLE 4PCS ALUM.FINISH:POWDER COATING IN BLACK COLOR COVER:TOP: 310G/M2 SPUNPOLY W/PU COATING IN BEIGE COLOR SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR W/8PCS WHITE COLOR DECORATIVE LEATHER PATCHES ON RIB ENDS ;310g/m2 spunpoly ;ALL ALUMINIUM/ SS HARDWARE;3.0X3.0M;0,323;;1PC/2CTNS/ 212X22X22CM 255X32X27CM;478,8;394,31;;;;;;57,46;;;;;PCA;;;;;;0
365; ;;;;;;;;;;;46725;sesia;PCA-WG06-3040; 3.0X4.0 TWO LAYERS ALUM GAZEBO W/SIDEWALL-CU W/WOODEN HUB & RUNNER:DIA180+110+110MM W/FULL ALUM.PROTECTOR ON HUB&RUNNER W/ALUM FINIAL: DIA65MM W/ALUM.RIB IN SIZE OF: 20X30X(1000+200)MM 4PCS 20X35X(2450+745)MM 4PCS 20X35X(1990+730)MM 4PCS 20X35X(1500+705)MM 4PCS W/ALUM POLE IN SIZE OF: DIA93X93X2100MM 4PCS W/ALUM.HANGING POLE IN SIZE OF: DIA48X630MM 1PC ALUM.FINISH:ANODIZED W/STAINLESS STEEL (304) 34X80X1.2X3550MM/34X80X1.2X2550MM 4PCS W/STAINLESS STEEL (304) CORNER CONNECTOR 4PCS W/STAINLESS STEEL (304) BASE AT THE BOTTOM OF THE POLE 4PCS ALUM.FINISH:POWDER COATING IN BLACK COLOR COVER:TOP: 310G/M2 SPUNPOLY W/PU COATING IN BEIGE COLOR SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR W/8PCS WHITE COLOR DECORATIVE LEATHER PATCHES ON RIB ENDS ;310g/m2 spunpoly ;ALL ALUMINIUM/ SS HARDWARE;3.0X4.0M;0,412;;1PC/2CTNS 212X22X22 358X32X27;656,25;;;;;;;;;;;;PCA;;;;;;0
366;-16,84;319,2;356,4;356,4;20,24;296,4;-26,01;400,6;;RESINATO IDROREP. 320 GR. ECRU';;46540;GAZEBO TICINO CM. 300X300 COLOR ECRU';X033;3x3 Metal Gazebo Square standing pole 50x50mm x 2.0mmThickness Crossbeam 20x20mm Top beam Dia 19mm 320g PU coated poleyster with water repellency Fabric color #302 Powder coating color #812 With stainless screws WITH GALVANIZATION;;;300x300 cm;0,12;1;227x25x21 cm;104;85,65;;;500;;14;12,48;400,58;99,65;37;40;YADA;76,7;100,5;76,34;72;60,34;14,05
367;-17,51;345,8;395,7;395,7;21,23;326,4;-25,31;437;;RESINATO IDROREP. 320 GR. ECRU';;46544;GAZEBO TICINO CM. 300X400 COLOR ECRU';X033 ;3x4 Metal Gazebo Square standing pole 50x50mm x 2.0mmThickness Crossbeam 20x20mm Top beam Dia 19mm 320g PU coated poleyster with water repellency Fabric color #302 Powder coating color #812 With stainless screws WITH GALVANIZATION;;;300x400 cm;0,12;1;227x25x21 cm;115;94,71;;;500;;14;13,8;437;108,71;41;44;YADA;84,6;113,5;86,01;81;67,71;12,88
368;-3,36;308,4;321;321;3,48;310,2;;;;RESINATO IDROREP. 300 GR. ECRU';;46480;GAZEBO PIAVE CM.300X300 COLOR ECRU' ;4-A easy-up gazebo;Elegant Alum-steel Easy-up gazebo Alum pole 29*29/23*23mm 1.5mm Thickness steel crossbeam:10*22*0.6mm steel top beam:16*20*0.9mm 300g PU coated polyester canopy with 300*600D+PE oxford carrying bag Fabric #603 beige;POWDER COATING: COLOR WHITE FABRIC COLOR: 603 BEIGE;;300x300 cm;0,1;1;130x25,5x29,5;;0;;;648;;10,8;0;43,43;10,8;13,5;16;YADA;76,85;92;62,16;78,76;56,26;100
369;-3,56;345,1;381,5;381,5;3,7;367,9;-9,12;404,8;;RESINATO IDROREP. 300 GR.;;46494;GAZEBO OFANTO CM. 300X300 ;XC211;Umbrella style central design, easy to assemble Steel Gazebo: Steel Pole:50*50MM x1.2mm Thickness Steel crossbeam:20x30MMX 0.7mm thickness Steel Top Beam:15x25MM X 0.7mm thickness 300g PU coated polyester canopy with stainless screws with galvanization with unique eye-style corner design #603 Beige;#603 Beige;;300x300 cm;0,17;1;214x37x21 cm;98;80,71;;;350;;20;11,76;404,84;100,71;31;34,5;YADA;77,25;102;76,86;86,02;69,84;19,86
370;7,27;95,2;100,4;100,4;-6,78;107,7;-9,19;118,6;;RESINATO IDROREP. 200 GR. ECRU';;46100;OMBRELLONE GARDA d. 300 CM. COLOR ECRU';B016;Alu umbrella 3mt round Alum pole 39mm (extra strong)x 0.9mm Thickness steel ribs 12*18mm x 8 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank and tilt Fabric color #603 beige;ECRU';Fabric color #603 beige;300 cm;0,031;1;154x14x14 cm;28,5;22,21;;2194;2194;;3,19;1,71;118,64;25,4;5,5;6,8;YADA;21,96;26,1;18,79;24,2;18,51;12,56
371;7,27;95,2;100,4;100,4;-6,78;107,7;-9,19;118,6;;RESINATO IDROREP. 200 GR. VERDE;;46101;OMBRELLONE GARDA d. 300 CM. COLOR VERDE;B016;Alu umbrella 3mt round Alum pole 39mm (extra strong)x 0.9mm Thickness steel ribs 12*18mm x 8 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank and tilt Fabric color #627 dark green;VERDE SCURO;Fabric color #627 dark green;300 cm;0,031;1;154x14x14 cm;28,5;22,21;;2194;2194;;3,19;1,71;118,64;25,4;5,5;6,8;YADA;21,96;26,1;18,79;24,2;18,51;12,56
372;7,27;95,2;100,4;100,4;-6,78;107,7;-9,19;118,6;;RESINATO IDROREP. 200 GR. BORDEAUX;;46102;OMBRELLONE GARDA d. 300 CM. COLOR BORDEAUX;B016;Alu umbrella 3mt round Alum pole 39mm (extra strong)x 0.9mm Thickness steel ribs 12*18mm x 8 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank and tilt Fabric color #617 bordeaux;BORDEAUX;Fabric color #617 bordeaux;300 cm;0,031;1;154x14x14 cm;28,5;22,21;;2194;2194;;3,19;1,71;118,64;25,4;5,5;6,8;YADA;21,96;26,1;18,79;24,2;18,51;12,56
373;0,41;92;97,4;97,4;-0,41;97,8;-8,26;106,6;;RESINATO IDROREP. 200 GR. ECRU';;46105;OMBRELLONE GARDA 200X300 CM. COLOR ECRU' ;B016-SQ;Alu umbrella 2x3 Alum pole 39mm (extra strong)x 0.9mm Thickness steel ribs 12*18mm x 6 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank and tilt Fabric color #603 beige;ECRU';Fabric color #603 beige;200x300 cm;0,04;1;185x14x14 cm;24,1;18,78;;1700;1728;;4,05;1,45;106,64;22,83;5,4;6,7;YADA;20,25;24,4;17,46;20,81;15,9;17,74
374;0,41;92;97,4;97,4;-0,41;97,8;-8,26;106,6;;RESINATO IDROREP. 200 GR. VERDE;;46106;OMBRELLONE GARDA 200X300 CM. COLOR VERDE;B016-SQ;Alu umbrella 2x3 Alum pole 39mm (extra strong)x 0.9mm Thickness steel ribs 12*18mm x 6 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank and tilt Fabric color #627 dark green;VERDE SCURO;Fabric color #627 dark green;200x300 cm;0,04;1;185x14x14 cm;24,1;18,78;;1700;1728;;4,05;1,45;106,64;22,83;5,4;6,7;YADA;20,25;24,4;17,46;20,81;15,9;17,74
375;0,41;92;97,4;97,4;-0,41;97,8;-8,26;106,6;;RESINATO IDROREP. 200 GR. BORDEAUX;;46107;OMBRELLONE GARDA 200X300 CM. COLOR BORDEAUX;B016-SQ;Alu umbrella 2x3 Alum pole 39mm (extra strong)x 0.9mm Thickness steel ribs 12*18mm x 6 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank and tilt Fabric color # 617 bordeaux;BORDEAUX;Fabric color #617 bordeaux;200x300 cm;0,04;1;185x14x14 cm;24,1;18,78;;1700;1728;;4,05;1,45;106,64;22,83;5,4;6,7;YADA;20,25;24,4;17,46;20,81;15,9;17,74
376;-0,73;129,8;137;137;0,74;136;-11,4;153,5;;RESINATO IDROREP. 200 GR. ECRU';;46110;OMBRELLONE GARDA 300X300 CM. COLOR ECRU';B016-SQ;Alu umbrella 3x3 Alum pole 48mm (extra strong) steel ribs 12*22mm x 8 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank Fabric color #603 beige;ECRU';Fabric color #603 beige;300x300 cm;0,056;1;215x16x16 cm;34,5;26,89;;1214;1214;;5,77;2,07;153,48;32,66;5,2;7;YADA;27,69;33,2;23,83;28,88;22,11;17,66
377;-0,73;129,8;137;137;0,74;136;-11,4;153,5;; RESINATO IDROREP. 200 GR. VERDE;;46111;OMBRELLONE GARDA 300X300 CM. COLOR VERDE;B016-SQ;Alu umbrella 3x3 Alum pole 48mm (extra strong) steel ribs 12*22mm x 8 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank Fabric color #627 dark green;VERDE SCURO;Fabric color #627 dark green;300x300 cm;0,056;1;215x16x16 cm;34,5;26,89;;1214;1214;;5,77;2,07;153,48;32,66;5,2;7;YADA;27,69;33,2;23,83;28,88;22,11;17,66
378;-0,73;129,8;137;137;0,74;136;-11,4;153,5;; RESINATO IDROREP. 200 GR. BORDEAUX;;46112;OMBRELLONE GARDA 300X300 CM. COLOR BORDEAUX ;B016-SQ;Alu umbrella 3x3, bordeaux Alum pole 48mm (extra strong) steel ribs 12*22mm x 8 pcs 200g PU coated polyester with water repellency All wooden finishing with air vent and crank Fabric color #617 bordeaux;BORDEAUX;Fabric color #617 bordeaux;300x300 cm;0,056;1;215x16x16 cm;34,5;26,89;;1214;1214;;5,77;2,07;153,48;32,66;5,2;7;YADA;27,69;33,2;23,83;28,88;22,11;17,66
379;6,32;195;205,6;205,6;-5,95;218,6;-6,66;234,2;;RESINATO IDROREP. 200 GR. ECRU';;46200;OMBRELLONE ISEO CM. 250X250 COLOR ECRU';D016;Banana offset umbrella 2.5x2.5m aluminium pole dia 48*2.0mm Thickness, Aluminum curved pole Dia 44x1.5mm Thickness Strong steel ribs 22x12mm x 8 pcs 200g PU coated polyester, with airvent and flap with metal crank, with central cross steel base Powder coating #812 color Fabric color #603 beige;ECRU';POWDER COATING: 812 COLOR FABRIC COLOR 603 BEIGE;250x250 cm;0,111;1;199x37,5x14 ,9;48,7;37,96;;613;540;;12,96;2,92;234,23;50,92;16,5;19;YADA;40,12;48,6;34,81;44;33,52;25,46
380;6,32;195;205,6;205,6;-5,95;218,6;-6,66;234,2;; RESINATO IDROREP. 200 GR. VERDE;;46201;OMBRELLONE ISEO CM. 250X250 COLOR VERDE;D016;Banana offset umbrella 2.5x2.5m aluminium pole dia 48*2.0mm Thickness, Aluminum curved pole Dia 44x1.5mm Thickness Strong steel ribs 22x12mm x 8 pcs 200g PU coated polyester, with airvent and flap with metal crank, with central cross steel base Powder coating #812 color Fabric color #627 GREEN;VERDE SCURO;POWDER COATING: 812 COLOR FABRIC COLOR 627 DARK GREEN;250x250 cm;0,111;1;199X37,5X14,9;48,7;37,96;;613;540;;12,96;2,92;234,23;50,92;16,5;19;YADA;40,12;48,6;34,81;44;33,52;25,46
381;2,38;483,8;512,9;503,3;-4,15;525,1;-7,14;565,5;; RESINATO IDROREP. 260 GR. VERDE;;46221;OMBRELLONE LUGANO CM. 300X300;D006;3x3m Alum offset umbrella Alum pole 73*52mm Alum arm pole 40*25mm Alum hanging pole Dia.34mm Alum ribs 25*13mm x 8 pcs with crank/flap/double roof 260g PVC coated polyester with water repellency with metal central cross base w/turning function powder coating color #812 Fabric color #627 dark green;VERDE SCURO;Fabric color #627 dark green;300x300 cm;0,142;1;234x32x19 cm;140;109,12;;479;479;;14,61;8,4;565,45;123,73;19;21,5;YADA;113,57;136,4;97,84;122;93,14;11,81
382;10,39;26,3;27,9;;-100;30,8;-0,65;31;;ACCIAIO;;46306;BASE A CROCE PIEGHEVOLE PER 40X40 E 50X50;G001;steel folding cross base steel tube:30*30mm X 0.8mm/28*28mm X 0.8mm steel pole:dia54mm X 1.6mm thickness powder coated finish 812# ;;;86x86 cm;0,01;1;15x15x42 cm;6,9;5,68;;;7140;;0,98;0,83;30,98;6,66;1,8;2,2;YADA;4,33;5,76;4,45;6,5;5,23;14,71
383;5,43;164;173,2;173,2;-5,15;182,6;602,31;26;;ACCIAIO;;46050;OMBRELLONE MOLVENO d. CM 300 COLOR ECRU';YADA-11;Stainless steel umbrella - 3 m round standing pole: dia48 mm 8 ribs:14x20 mm with airvent, w/o flap 240 g/m2 PU coated solid polyester with water repellency with crank fabric colour: #603 beige;ECRU'; fabric colour: #603 beige;300 cm;0,04;1;154X15,5X15,8;;0;;1700;1700;;4,12;0;26,02;4,12;8,7;10;YADA;29;33;22,3;30,55;21,82;100
384;5,43;164;173,2;173,2;-5,15;182,6;602,31;26;;ACCIAIO;;46051;OMBRELLONE MOLVENO d. CM 300 COLOR NERO;YADA-11;Stainless steel umbrella - 3 m round standing pole: dia48 mm 8 ribs:14x20 mm with airvent, w/o flap 240 g/m2 PU coated solid polyester with water repellency with crank fabric colour: #631black;NERO;fabric colour: #631black;300 cm;0,04;1;154X15,5X15,8;;0;;1700;1700;;4,12;0;26,02;4,12;8,7;10;YADA;29;33;22,3;30,55;21,82;100
385;3,08;192;201,6;201,6;-2,98;207,8;533,54;32,8;;ACCIAIO;;46056;OMBRELLONE MOLVENO CM. 250X250 COLOR ECRU';YADA-11;Stainless steel umbrella 2,5 x 2,5 square standing pole: dia48 mm 8 ribs:14x20 mm with airvent, w/o flap 240 g/m2 PU coated solid polyester with water repellency with crank fabric colour: #603 beige;ECRU';fabric colour: #603 beige;250 x 250 cm;0,05;1;181 x16 x16;;0;;1360;1360;;5,15;0;32,79;5,15;8;9,2;YADA;33,5;38,12;25,76;35;25;100
386;3,08;192;201,6;201,6;-2,98;207,8;533,54;32,8;;ACCIAIO;;46057;OMBRELLONE MOLVENO CM. 250X250 COLOR NERO;YADA-11;Stainless steel umbrella standing pole: dia48 mm 8 ribs:14x20 mm with airvent, w/o flap 240 g/m2 PU coated solid polyester with water repellency with crank fabric colour: #631 black;NERO;fabric colour: #631 black;250 x 250 cm;0,05;1;181x16x16 cm;;0;;1360;1360;;5,15;0;32,79;5,15;8;9,2;YADA;33,5;38,12;25,76;35;25;100
387;1,76;188;198,4;198,4;-1,73;201,9;519,33;32,6;;ACCIAIO;;46061;OMRELLONE MOLVENO CM 200X300 COLOR ECRU';YADA-11;Stainless steel umbrella 2x3 rectangle standing pole: dia48 mm 8 ribs:14x20 mm with airvent, w/o flap 240 g/m2 PU coated solid polyester with water repellency with crank fabric colour: #603 beige;ECRU';fabric colour: #603 beige;200 X 300 CM;0,05;1;185 x16 x 16 cm;;0;;1360;1360;;5,15;0;32,63;5,15;8;9,2;YADA;33;37,6;25,41;33,56;23,97;100
388;1,76;188;198,4;198,4;-1,73;201,9;519,33;32,6;;ACCIAIO;;46062;OMBRELLONE MOLVENO CM 200X300 COLOR NERO;YADA-11;Stainless steel umbrella 2x 3 rectangle standing pole: dia48 mm 8 ribs:14x20 mm with airvent, w/o flap 240 g/m2 PU coated solid polyester with water repellency with crank fabric colour: #631 black;NERO;fabric colour: #631 black;200 X 300 cm;0,05;1;185 x16 x 16 cm;;0;;1360;1360;;5,15;0;32,63;5,15;8;9,2;YADA;33;37,6;25,41;33,56;23,97;100
389; ;;;375,4;;397,3;-4,84;417,5;;;;45100;OMBRELLONE PONENTE d. 3 M;;MARKET UMBRELLA DIAM. 3M : Shape : Round Dimensions : Diameter 3m Pole : Main pole one piece diameter 48mm, powder coating # 812. Ribs : 8 ribs 18mm x 28mm steel galvanized with powder coating # 812, provide with EASYWIND¸ system. Base include in the price : cross steel galvanized powder coating # 812, dimensions 88cm x 88cm for current tiles 40 x 40 x 3cm. Open and close : by crank and gears in alloy, polyester rope 160kg and pulley. Cover : 240G SPUN poly fabric with airvent - PU water proof coating - Colour ecru - With ties on the cover. Stainless steel hardware. Carton : 5 layer extra strong export brown carton with 3 colour labels.;;240G SPUN poly fabric;d. 3 M;0,111;1;25X19,5X228;92;71,71;;613;611;;11,46;5,52;417,48;83,16;;;YADA;;;;86,2;65,51;13,78
